machine_id,cycle,timestamp_min,vibration_rms,vibration_peak,temperature_spindle_c,temperature_coolant_c,current_draw_a,load_pct,rul_cycles,source
CNC-01,53,312.0,2.2499198620073995,6.167490516533232,45.795941729175965,25.84345300555408,18.480649825899235,54.487530776099206,228,cmapss_proxy_synthetic
CNC-01,54,318.0,2.3398262778168046,6.40349610036897,46.03470499861476,26.510389934194784,17.210935781367933,54.48736030524481,227,cmapss_proxy_synthetic
CNC-01,55,324.0,2.33746168391831,6.455339646744081,44.32694471130706,28.7397777025678,16.483015313379347,51.27774108867419,226,cmapss_proxy_synthetic
CNC-01,56,330.0,2.3342348374321875,6.404755455054521,45.188138648214434,28.136371553488523,18.27393226207979,53.786852263712085,225,cmapss_proxy_synthetic
CNC-01,57,336.0,2.369687198379395,6.001653699017055,45.48871269198976,,17.670215953241634,52.865223998630256,224,cmapss_proxy_synthetic
CNC-01,58,342.0,2.5066902680675724,6.450325403800305,50.39992859553278,26.549387506914087,18.31900735331777,54.04384323449928,223,cmapss_proxy_synthetic
CNC-01,59,348.0,2.3464992107602476,6.160793512057454,49.59899312743555,26.97881743436299,17.93400894281527,53.61255324941709,222,cmapss_proxy_synthetic
CNC-01,60,354.0,2.4884996155334336,6.427350931693957,46.56404342126728,27.57403637421278,18.096485671467363,55.324072658725804,221,cmapss_proxy_synthetic
CNC-01,61,360.0,2.307653071632589,6.124634326059269,46.793936446951435,27.637489641602663,18.1111088812332,53.607212931916855,220,cmapss_proxy_synthetic
CNC-01,62,366.0,2.41476706297781,6.511763127445351,45.82999435063256,27.626795227196375,18.359248842204064,53.35200904180499,219,cmapss_proxy_synthetic
CNC-01,63,372.0,2.4606107410939497,6.291452075549951,44.91001910341188,27.777292569279812,19.280724049808807,55.596087758449094,218,cmapss_proxy_synthetic
CNC-01,64,378.0,2.501001457483102,6.224027156329788,47.66649214444569,27.725304330849745,18.643825577281522,54.91497708262468,217,cmapss_proxy_synthetic
CNC-01,65,384.0,2.519723866259263,6.639974581153821,46.577794818539836,26.797625120124927,17.33441156443819,55.344409669284786,216,cmapss_proxy_synthetic
CNC-01,66,390.0,2.5351157883433943,6.575610753075731,48.073863440717524,27.67903446155798,18.496528096522017,53.22840824760626,215,cmapss_proxy_synthetic
CNC-01,67,396.0,2.4620614176349744,6.437374845968429,46.073148899344815,28.984897288740317,18.93797895491063,52.79536310610154,214,cmapss_proxy_synthetic
CNC-01,68,402.0,2.462692219764304,6.869413050968096,47.4602582700022,27.16980373608669,19.035499316281083,53.78387997120064,213,cmapss_proxy_synthetic
CNC-01,69,408.0,2.5661498273230174,6.530380266470753,48.94886189776626,28.260649852733764,18.21786534839212,53.90079604499202,212,cmapss_proxy_synthetic
CNC-01,70,414.0,2.4985267220101743,6.65280071807355,49.43544642211263,27.829250840694336,19.136759145586698,56.4292862358853,211,cmapss_proxy_synthetic
CNC-01,71,420.0,2.4278607010794864,6.729383589952334,49.67714135204055,28.705880156214626,19.064953004515253,56.95011829927429,210,cmapss_proxy_synthetic
CNC-01,72,426.0,2.4449654767140543,6.5865061358854735,47.33569592731172,28.376197075019714,20.00582743588671,55.29064914455049,209,cmapss_proxy_synthetic
CNC-01,73,432.0,2.4666194681671145,6.829416348546699,50.621293924230116,30.02906696526534,18.260393589837115,,208,cmapss_proxy_synthetic
CNC-01,74,438.0,2.5742480473030045,6.663355792137576,48.38256996673964,29.293441223719434,18.43580665887197,58.20954025538948,207,cmapss_proxy_synthetic
CNC-01,75,444.0,2.5536885735013453,6.7164016135006195,50.58043066636388,27.839689326663215,18.584276949418168,56.5481578415716,206,cmapss_proxy_synthetic
CNC-01,76,450.0,2.5974596944157025,7.090970408652097,49.77696343199573,29.5724066169075,18.51973636115823,54.97842315229334,205,cmapss_proxy_synthetic
CNC-01,77,456.0,2.5206092510141764,6.650058851736639,47.92148878980142,28.417613830847955,18.33358537964206,59.11349807705396,204,cmapss_proxy_synthetic
CNC-01,78,462.0,2.5657215683399945,6.409184518134082,49.54661039798807,28.63572250785029,17.346768870540725,56.583264521166406,203,cmapss_proxy_synthetic
CNC-01,79,468.0,2.6015920786980624,7.219360565171667,50.61306757585288,29.428037311733682,18.622826230605177,57.050896663594116,202,cmapss_proxy_synthetic
CNC-01,80,474.0,2.5358324078429932,7.426619481147319,51.040611296992225,28.787029801004472,19.070403314368562,56.42894382202904,201,cmapss_proxy_synthetic
CNC-01,81,480.0,2.5918735245714695,6.87335396379359,50.01145011427545,29.977159006303665,18.61238120884966,55.65441830034541,200,cmapss_proxy_synthetic
CNC-01,82,486.0,2.511549793846115,6.596087826503445,52.46196649655696,28.594855260920756,19.925979519169477,54.81834601983302,199,cmapss_proxy_synthetic
CNC-01,83,492.0,2.532657671374363,6.933040725688798,51.73374353517944,28.734932803304083,18.884674878131097,58.389766470647004,198,cmapss_proxy_synthetic
CNC-01,84,498.0,2.5302976685324623,6.955940225478109,49.924975933996606,28.703994074448257,19.565702452061473,,197,cmapss_proxy_synthetic
CNC-01,85,504.0,2.4700992561733264,6.991188576139963,51.37131187753532,28.77184690368869,18.995462472643997,62.55359479511091,196,cmapss_proxy_synthetic
CNC-01,86,510.0,2.5891512117188467,6.825847690105729,53.05749453749586,30.1532021985633,19.281140491348648,55.768212009017084,195,cmapss_proxy_synthetic
CNC-01,87,516.0,2.5177002618294178,7.168952056080034,53.06303483160841,29.732420302398477,18.961318821180605,55.52325650315781,194,cmapss_proxy_synthetic
CNC-01,88,522.0,2.549374108797231,7.169437581605455,48.42454710983318,30.6066498537213,19.520650995525024,58.46004307484229,193,cmapss_proxy_synthetic
CNC-01,89,528.0,2.579689895137225,6.785226518831937,48.79794836010843,31.03323081077612,18.77833271156442,60.14470833117571,192,cmapss_proxy_synthetic
CNC-01,90,534.0,2.5735112170946493,7.220743202722865,52.19673654912629,28.2131652533133,18.978633637300465,57.71371372883825,191,cmapss_proxy_synthetic
CNC-01,91,540.0,2.585299133502796,7.4907730467543185,48.44859344259676,29.081583409331852,18.86751624276097,58.520179559799544,190,cmapss_proxy_synthetic
CNC-01,92,546.0,2.526141784034716,7.128531463448902,47.97075322084455,27.971312684042587,18.46976708336758,54.48641207898749,189,cmapss_proxy_synthetic
CNC-01,93,552.0,2.4984752225765057,7.032201329966117,49.067375936679795,28.237022294184463,18.797093247079193,56.34665032277259,188,cmapss_proxy_synthetic
CNC-01,94,558.0,2.5188812004559855,7.07184663301606,50.25554177118776,28.286458226560637,19.73561448021411,55.61403115474635,187,cmapss_proxy_synthetic
CNC-01,95,564.0,2.3988202520601916,7.219757723920593,49.377649261318155,27.848530152507298,18.331841974985963,54.16510684734791,186,cmapss_proxy_synthetic
CNC-01,96,570.0,2.411894603008029,6.761359710307329,48.45593954836488,27.769774490366018,18.651847937801776,57.37779902530481,185,cmapss_proxy_synthetic
CNC-01,97,576.0,2.416793603249985,7.128905164205485,48.28376314248177,28.445731853529214,19.051204161631723,53.364424672337975,184,cmapss_proxy_synthetic
CNC-01,98,582.0,2.436401982288663,7.017816598143033,48.0862824145878,27.455982245684186,18.93411780384871,54.75238692633117,183,cmapss_proxy_synthetic
CNC-02,1,0.0,2.474780480818363,6.348819047110989,50.744106462993365,27.527895662985877,18.318256392756,56.5733585681049,260,cmapss_proxy_synthetic
CNC-02,2,6.0,2.3702445119237843,6.567044282275661,50.120695962764785,27.929972120740246,18.785821657845833,57.35587829769997,259,cmapss_proxy_synthetic
CNC-02,3,12.0,2.3385437724087637,6.673718843483781,49.3292615729281,28.641115568257963,17.266382376835796,56.311972845262524,258,cmapss_proxy_synthetic
CNC-02,4,18.0,2.4380033696131513,6.310229399656156,49.48685071322494,28.08143574835776,18.92559218405333,57.578971102630454,257,cmapss_proxy_synthetic
CNC-02,5,24.0,2.524803328906622,6.468993331404756,50.82585330138695,28.66480292527025,18.178130092684615,57.352124910705,256,cmapss_proxy_synthetic
CNC-02,6,30.0,2.597350052179418,6.711058744960999,47.591758475468914,29.908844922145445,18.801178529486958,57.03930529949643,255,cmapss_proxy_synthetic
CNC-02,7,36.0,2.537505393136774,6.643448019958152,49.028625959636905,28.517260501348844,17.747211267225758,57.261268146189394,254,cmapss_proxy_synthetic
CNC-02,8,42.0,2.380059768043894,6.811931961221377,48.27162560753917,29.736710501831016,18.515882837148055,57.85131715090334,253,cmapss_proxy_synthetic
CNC-02,9,48.0,2.4728206958642867,6.507777697866058,52.47077460472087,29.293364305777732,18.687310920727736,56.672156739163135,252,cmapss_proxy_synthetic
CNC-02,10,54.0,2.5109637031930934,6.891286444261072,51.17458692707282,27.660690730414693,19.225084952147732,56.788956733298576,251,cmapss_proxy_synthetic
CNC-02,11,60.0,2.507338683582878,6.526230930377823,46.71760897218447,28.02865825503502,17.780545356309723,60.01720167136788,250,cmapss_proxy_synthetic
CNC-02,12,66.0,2.5345602627497934,7.080014170674307,47.66774378199684,28.306535051533203,18.682807311247632,61.66274250764411,249,cmapss_proxy_synthetic
CNC-02,13,72.0,2.4299824522058593,,49.59768410982968,28.331528009229608,18.10352886040769,55.17282221426646,248,cmapss_proxy_synthetic
CNC-02,14,78.0,2.5000647683967276,6.544559065403443,49.03183672009993,29.006709027265252,18.97939699259796,55.031276200104905,247,cmapss_proxy_synthetic
CNC-02,15,84.0,2.5241365960391984,6.8343263943838455,47.71283502762906,29.621636606430886,19.136359942589465,55.45964487700087,246,cmapss_proxy_synthetic
CNC-02,16,90.0,2.5509265652487363,7.070429260305526,52.31297420932391,30.172058664288613,19.415234553298195,56.77889741739944,245,cmapss_proxy_synthetic
CNC-02,17,96.0,2.430215030876482,6.798002953148316,49.84093555235741,29.37847403614325,18.427980614704477,58.31941649812009,244,cmapss_proxy_synthetic
CNC-02,18,102.0,2.459298789161078,6.834783944378543,49.93991332189509,28.73659246246867,19.207599388348914,57.69169933734363,243,cmapss_proxy_synthetic
CNC-02,19,108.0,2.284612537416413,6.714805973808772,48.113185478726145,27.342794676573522,19.425147081569538,56.85861667202448,242,cmapss_proxy_synthetic
CNC-02,20,114.0,2.4289400491391926,6.495631980190278,49.99286292883065,29.121825435639394,17.779791108309098,57.29135628756971,241,cmapss_proxy_synthetic
CNC-02,21,120.0,2.4296395431428306,6.582779889762722,48.23913894687277,29.04484669924901,18.968435777709804,55.107205384082725,240,cmapss_proxy_synthetic
CNC-02,22,126.0,2.387073810256316,6.422962854688143,48.20576001690012,29.127918035233265,19.120010240372018,55.665166653755335,239,cmapss_proxy_synthetic
CNC-02,23,132.0,2.4649349742154416,6.3893996228490755,49.31470219037739,30.68540901383814,18.421701435211162,55.84363153893366,238,cmapss_proxy_synthetic
CNC-02,24,138.0,2.4410218720111976,6.695283729650253,45.906150572577,29.891577479913458,17.861338987118984,53.06344997565299,237,cmapss_proxy_synthetic
CNC-02,25,144.0,2.2740138381667183,6.375059086506598,50.36636531840481,29.434266619929588,18.973277724650433,53.55554764546111,236,cmapss_proxy_synthetic
CNC-02,26,150.0,2.4434895543585817,6.632689426305181,48.1434644538857,27.88474469145816,17.76093755984261,53.4110532353493,235,cmapss_proxy_synthetic
CNC-02,27,156.0,2.3521812735202374,6.292208383764456,49.540759158587704,28.173556581737675,18.253144092963314,56.30995253613995,234,cmapss_proxy_synthetic
CNC-02,28,162.0,2.4448756337908697,6.579170263459261,45.96591274700082,28.43072905676035,18.26532040997593,55.241162208061304,233,cmapss_proxy_synthetic
CNC-02,29,168.0,2.308423506026302,6.401257062859226,46.008137752624506,27.760215041315025,18.608255520957908,55.63335706116812,232,cmapss_proxy_synthetic
CNC-02,30,174.0,2.393701790887466,6.746117908997244,,28.729271473615107,17.816322918644147,51.38207832990041,231,cmapss_proxy_synthetic
CNC-02,31,180.0,2.362080271992383,6.5105737523666045,47.36450516901466,28.503144664196014,17.716466093330126,51.767613557803124,230,cmapss_proxy_synthetic
CNC-02,32,186.0,2.395407895516377,6.664627062514272,,27.181755564654715,18.070241797228295,55.11529142762436,229,cmapss_proxy_synthetic
CNC-02,33,192.0,2.3739551213091854,6.253311559229097,46.03979542086507,28.993001040650793,18.49087124326232,49.251007776782025,228,cmapss_proxy_synthetic
CNC-02,34,198.0,2.33835688001562,6.389661599992966,45.118299803121545,27.96552803447127,19.11380239368311,55.682371735933536,227,cmapss_proxy_synthetic
CNC-02,35,204.0,2.238308706090735,6.166706496716574,44.63820948583836,26.32027357190787,16.996919006462285,50.491925500518875,226,cmapss_proxy_synthetic
CNC-02,36,210.0,2.2352692432223384,6.258129219456089,46.290488297159825,27.624876261787005,17.915486839826066,54.7448602507478,225,cmapss_proxy_synthetic
CNC-02,37,216.0,2.2928843664779106,6.270086606174129,45.603679348039535,27.802724515311954,17.0952067096105,51.755794506894425,224,cmapss_proxy_synthetic
CNC-02,38,222.0,2.3282786889788434,6.163897457710146,45.21711961404403,28.286320699386586,18.171920782009874,54.83819599675732,223,cmapss_proxy_synthetic
CNC-02,39,228.0,2.279746778137914,6.054648673476223,48.37959644046672,,17.058444232044284,58.30453788293621,222,cmapss_proxy_synthetic
CNC-02,40,234.0,2.363990936357589,6.0043997738414765,45.99827145743857,27.986085956771515,17.148653251939137,49.18284414603587,221,cmapss_proxy_synthetic
CNC-02,41,240.0,2.295123172152776,5.8144044631531635,47.92870379855963,27.368290703542723,17.1471733847554,54.02317022543074,220,cmapss_proxy_synthetic
CNC-02,42,246.0,2.242853596886456,6.057646709937686,45.33315085299856,26.03445037415606,17.381818170429987,49.85480038896375,219,cmapss_proxy_synthetic
CNC-02,43,252.0,2.290306950089088,6.381415947879791,46.47288656281612,25.886578249024378,17.560658090043137,53.52554383421995,218,cmapss_proxy_synthetic
CNC-02,44,258.0,2.3254989325282596,5.945269470546203,46.07792324080198,27.96331731777374,17.616434212587276,52.48412486873988,217,cmapss_proxy_synthetic
CNC-02,45,264.0,2.3324631942400935,5.99065418955675,43.76833232442988,27.979395843395466,17.327466625399403,53.06416898614616,216,cmapss_proxy_synthetic
CNC-02,46,270.0,2.445083738183718,6.609679165371615,48.34202463194887,27.21020781344587,16.59427246584831,51.39107392898033,215,cmapss_proxy_synthetic
CNC-02,47,276.0,2.2633810723672143,6.141899372748983,46.17946380776621,28.169693320571287,17.693922590182833,54.24877740885905,214,cmapss_proxy_synthetic
CNC-02,48,282.0,2.308877586225707,6.336697828490994,47.553548421682635,27.785581340192085,17.26761986914501,50.65623538486942,213,cmapss_proxy_synthetic
CNC-02,49,288.0,2.3483797893575855,6.409885840851934,,27.4675563225239,17.92570884698432,55.198711396941796,212,cmapss_proxy_synthetic
CNC-02,50,294.0,2.3204222982076925,6.426754013536933,46.49389093796242,26.133692769071473,16.925199055605326,52.59662820817784,211,cmapss_proxy_synthetic
CNC-02,51,300.0,2.2913190743780523,6.015928598564337,45.6286343396608,28.37004619428664,16.457939842724436,51.09611785568927,210,cmapss_proxy_synthetic
CNC-02,52,306.0,2.2218751583384497,6.285116296092387,48.81354075013154,27.393015881382997,17.327238573113426,56.19638614116927,209,cmapss_proxy_synthetic
CNC-02,53,312.0,2.303454121897923,6.034050815522554,47.648665452769684,26.655482049886768,18.074334039985278,53.621912198782965,208,cmapss_proxy_synthetic
CNC-02,54,318.0,2.270439119173125,6.847955280242941,47.90353412003483,26.465158306076862,17.496546422486,57.061475341983645,207,cmapss_proxy_synthetic
CNC-02,55,324.0,2.231578816906436,6.082957364092535,49.512112379112224,27.29855186935537,17.342836336873155,56.12086407368783,206,cmapss_proxy_synthetic
CNC-02,56,330.0,2.3073245872830417,6.214196567489524,49.40775919905329,25.74442961044206,17.027230015168524,52.989578986403295,205,cmapss_proxy_synthetic
CNC-02,57,336.0,2.2984399374404694,6.241511511203843,49.03426891432699,27.809432364417525,18.498095448206257,54.37447826455785,204,cmapss_proxy_synthetic
CNC-02,58,342.0,2.425502118797922,6.179611453139249,46.07595257966985,26.50194379517262,17.04926379891939,54.92800543527108,203,cmapss_proxy_synthetic
CNC-02,59,348.0,2.4367292128794666,6.763159472053794,47.31229993416376,27.702395503862107,17.27404349382173,57.463705823040435,202,cmapss_proxy_synthetic
CNC-02,60,354.0,2.3386121777214326,7.000413042624806,47.05735247756173,27.047162030973606,18.03769977855806,55.88566592280055,201,cmapss_proxy_synthetic
CNC-02,61,360.0,2.3953713909304093,6.464357477089389,49.73579227752894,27.362682534175722,16.794798226461783,55.67254522572489,200,cmapss_proxy_synthetic
CNC-02,62,366.0,2.2908208447102765,6.328969492874967,49.11371442560586,27.05278133283052,18.55493776093007,55.26721531197275,199,cmapss_proxy_synthetic
CNC-02,63,372.0,2.3995327539873124,6.179575202274204,47.03848310951126,27.660312458854065,18.27515036799198,55.724440930457426,198,cmapss_proxy_synthetic
CNC-02,64,378.0,2.4742822003603124,6.597270042235197,48.93333098534467,29.492369105669038,18.49627692352312,58.164850474868864,197,cmapss_proxy_synthetic
CNC-02,65,384.0,2.515216949688572,6.611823412003315,47.207884998131824,29.17966710116851,18.385211438976185,56.21451524258276,196,cmapss_proxy_synthetic
CNC-02,66,390.0,2.4145020643288237,6.57448562117533,49.42575165678609,28.425271939077895,18.06983551900195,55.74272342923621,195,cmapss_proxy_synthetic
CNC-02,67,396.0,2.5512705905877286,6.771751479738358,47.24879110385205,28.216902940706817,17.654984263509593,55.637362230249416,194,cmapss_proxy_synthetic
CNC-02,68,402.0,2.375703530732485,6.8316598231999235,50.51046652018102,29.056256955194826,18.224273958002797,55.816115875789606,193,cmapss_proxy_synthetic
CNC-02,69,408.0,2.4038307990496337,6.842356973607371,50.39483543198271,29.402624597396713,17.842079344446798,54.562663506531784,192,cmapss_proxy_synthetic
CNC-02,70,414.0,2.5530474057847683,6.741031449472593,52.6839492496908,27.859099895122316,18.69738043415407,55.76826735639602,191,cmapss_proxy_synthetic
CNC-02,71,420.0,2.6299698561871705,6.609589485827269,51.2269791378671,28.589241056329566,18.933446499539674,59.5918772481134,190,cmapss_proxy_synthetic
CNC-02,72,426.0,2.5522261087739597,,49.44962948944245,27.21654406980327,19.354424052084628,56.87355100267304,189,cmapss_proxy_synthetic
CNC-02,73,432.0,2.5201504807310897,6.86500268928889,,29.776816010030046,18.812588359203083,58.4527345244877,188,cmapss_proxy_synthetic
CNC-02,74,438.0,2.3706253540790163,7.05200121357633,48.09888733091124,30.647399469653863,19.161248814270817,53.2569646548021,187,cmapss_proxy_synthetic
CNC-02,75,444.0,2.387921962571416,7.047021638020762,48.72559085524681,29.05165845985324,18.54650208341449,58.321096878280024,186,cmapss_proxy_synthetic
CNC-02,76,450.0,2.546928142357738,6.627819377909013,50.573784270503715,27.262599693476208,18.48814110847751,57.13339677525622,185,cmapss_proxy_synthetic
CNC-02,77,456.0,2.5151006818029544,6.635383190287948,46.95144831236869,29.613353188931736,19.035797192048772,56.60123032307121,184,cmapss_proxy_synthetic
CNC-02,78,462.0,2.463723162358505,6.775596824238373,49.954294574930174,28.387319444611336,18.598817534641597,,183,cmapss_proxy_synthetic
CNC-02,79,468.0,2.5497173547561993,6.722716316353129,48.47092555523101,28.624626864405933,18.974068073657072,56.509446849662645,182,cmapss_proxy_synthetic
CNC-02,80,474.0,2.554148364661998,7.079648973029592,50.0028735059541,29.733185891038403,18.270418157568407,53.76002046352422,181,cmapss_proxy_synthetic
CNC-02,81,480.0,2.613939948698846,7.002551825559601,48.207443255702785,29.435458687824497,18.37562238618988,58.704464839299646,180,cmapss_proxy_synthetic
CNC-02,82,486.0,2.5551109841638846,7.1481247434412625,50.259257654834535,28.816056678756038,19.196536470995625,57.484462461087205,179,cmapss_proxy_synthetic
CNC-02,83,492.0,2.6323395118789255,7.0090048622934935,49.552883311355295,28.674509760222122,19.327470237681414,56.44966272805205,178,cmapss_proxy_synthetic
CNC-02,84,498.0,2.5424191903538365,6.968574878761245,51.40735565704991,29.309778175229127,18.30529012191401,55.242333697991334,177,cmapss_proxy_synthetic
